model,dataset,img_id,confidence,IoU
YoloV8,daySequence2,1463,0.533370852470398,0.8147764668087429
YoloV8,nightSequence2,4480,0.7293996214866638,0.8147652912793051
YoloV8,daySequence2,6253,0.7178894281387329,0.8147204201081177
YoloV8,daySequence2,6274,0.801459550857544,0.8146997986535085
YoloV8,daySequence1,3073,0.3322435319423675,0.8146860920161241
YoloV8,nightSequence2,4264,0.6923489570617676,0.814682284500841
YoloV8,nightSequence2,1627,0.8457857370376587,0.8146670551686259
YoloV8,daySequence1,1251,0.6294384598731995,0.8146549538664923
YoloV8,nightSequence2,277,0.7350767850875854,0.8146442577573668
YoloV8,daySequence2,4324,0.371154636144638,0.8146258939396246
YoloV8,nightSequence2,6146,0.4080347120761871,0.8146077724964764
YoloV8,nightSequence1,4821,0.5286180377006531,0.8145821645542378
YoloV8,daySequence2,1058,0.5294781923294067,0.8145811615526555
YoloV8,nightSequence2,391,0.7382990717887878,0.8145366478276521
YoloV8,daySequence2,2762,0.5252589583396912,0.814485278250111
YoloV8,nightSequence2,526,0.8083261847496033,0.8144846946115589
YoloV8,nightSequence2,615,0.8146941065788269,0.8144811566604435
YoloV8,daySequence1,358,0.657436728477478,0.8144585438031874
YoloV8,nightSequence2,322,0.8356091380119324,0.8144500985342403
YoloV8,nightSequence1,4769,0.8841460347175598,0.814433374164295
YoloV8,nightSequence1,287,0.7364915013313293,0.8144239236911068
YoloV8,daySequence1,3421,0.5779238343238831,0.8143834390483081
YoloV8,daySequence2,6829,0.5963559150695801,0.8143482626002515
YoloV8,nightSequence2,5378,0.2585098445415497,0.8143392512787119
YoloV8,daySequence1,3890,0.5899658203125,0.8143313185576467
YoloV8,daySequence2,3818,0.6927468776702881,0.8143080305679666
YoloV8,daySequence2,5064,0.6073250770568848,0.8143066252142431
YoloV8,nightSequence2,890,0.5069180130958557,0.8143030809217646
YoloV8,nightSequence1,3607,0.8522137999534607,0.8142985523800641
YoloV8,nightSequence1,1208,0.3088199198246002,0.8142860847399693
YoloV8,nightSequence2,1590,0.8147009015083313,0.8142714761816463
YoloV8,nightSequence1,905,0.8491613864898682,0.8142439522970536
YoloV8,nightSequence1,1241,0.4184660911560058,0.8142435073421758
YoloV8,nightSequence2,5965,0.7223469614982605,0.8142143017096941
YoloV8,nightSequence2,4305,0.7963345646858215,0.8142088315078703
YoloV8,daySequence1,1354,0.6676462292671204,0.8141821199452511
YoloV8,nightSequence1,1133,0.285164475440979,0.8141191261284377
YoloV8,nightSequence2,4261,0.7935489416122437,0.8141123354963239
YoloV8,nightSequence1,895,0.8374876379966736,0.814070112505022
YoloV8,daySequence2,4825,0.495084673166275,0.8140608819822364
YoloV8,daySequence2,1991,0.714523196220398,0.8140512071950399
YoloV8,daySequence2,6073,0.7860050201416016,0.8140347704708998
YoloV8,nightSequence1,133,0.704229474067688,0.8140305489800096
YoloV8,nightSequence1,1350,0.4384418427944183,0.8140051247666699
YoloV8,nightSequence2,4994,0.8401978015899658,0.8139695437105966
YoloV8,daySequence2,3784,0.6840723752975464,0.8139631179066374
YoloV8,daySequence2,5580,0.790630578994751,0.8139453312619545
YoloV8,daySequence2,3847,0.77680504322052,0.8139145222382389
YoloV8,daySequence1,1348,0.5991473197937012,0.8139115399011316
YoloV8,nightSequence1,2664,0.835038423538208,0.8138698366555326
YoloV8,nightSequence2,5085,0.8294124007225037,0.8138486974566634
YoloV8,nightSequence2,202,0.3155955672264099,0.813845898811636
YoloV8,daySequence2,303,0.688108503818512,0.8138456225908003
YoloV8,nightSequence2,4445,0.6544020771980286,0.8138116150554336
YoloV8,nightSequence2,4446,0.6241759061813354,0.8137933843325715
YoloV8,daySequence1,3066,0.422246366739273,0.8137908261719677
YoloV8,daySequence2,4578,0.3264668583869934,0.8137421108161313
YoloV8,daySequence2,3777,0.400944709777832,0.8137344951654486
YoloV8,nightSequence2,5990,0.7807755470275879,0.8137095088131344
YoloV8,nightSequence2,3144,0.8313831090927124,0.8137018442926286
YoloV8,nightSequence1,1048,0.2728165686130523,0.8136485160192312
YoloV8,daySequence2,1936,0.690782368183136,0.813643496238197
YoloV8,nightSequence2,5500,0.7874319553375244,0.8136322719770461
YoloV8,daySequence2,5524,0.751754105091095,0.813618041022518
YoloV8,nightSequence2,3620,0.8190811276435852,0.8136179313063563
YoloV8,nightSequence2,1490,0.6953055262565613,0.813564139862397
YoloV8,nightSequence2,6000,0.8336442112922668,0.8135601926013052
YoloV8,daySequence2,5139,0.7835207581520081,0.8135481056612962
YoloV8,nightSequence2,5379,0.3933736383914947,0.8135380993286638
YoloV8,nightSequence2,5524,0.7375661134719849,0.8135170936859627
YoloV8,nightSequence2,4445,0.7883844971656799,0.8135163187980392
YoloV8,nightSequence2,311,0.8378829956054688,0.8135067337806593
YoloV8,nightSequence1,2749,0.8753346800804138,0.8134959424359881
YoloV8,nightSequence1,1565,0.2994810044765472,0.8134785700580355
YoloV8,nightSequence1,2668,0.8351554870605469,0.8134662151864812
YoloV8,nightSequence2,6343,0.8187695145606995,0.8134595900774052
YoloV8,nightSequence1,3474,0.8553274869918823,0.8134570038149181
YoloV8,nightSequence1,2091,0.6837586164474487,0.8134276904088971
YoloV8,daySequence1,242,0.5884319543838501,0.813415320935075
YoloV8,nightSequence2,927,0.8429364562034607,0.8133967438623971
YoloV8,nightSequence1,878,0.8696940541267395,0.813377257188158
YoloV8,daySequence1,3405,0.7494561076164246,0.813375357883396
YoloV8,nightSequence1,3461,0.6076687574386597,0.813363120844484
YoloV8,nightSequence2,6477,0.8722230792045593,0.8133598624144504
YoloV8,daySequence1,2796,0.5024591684341431,0.8133549009050524
YoloV8,nightSequence2,4485,0.6615117788314819,0.813348841268872
YoloV8,nightSequence2,1748,0.7722722887992859,0.8133468623759339
YoloV8,nightSequence2,1310,0.5104395747184753,0.813330558290407
YoloV8,nightSequence1,1114,0.2592894434928894,0.8133216426880212
YoloV8,daySequence2,6392,0.3681482970714569,0.8133115194072563
YoloV8,nightSequence1,1046,0.276555985212326,0.8133110196715366
YoloV8,nightSequence2,6510,0.7121833562850952,0.8133051302448269
YoloV8,daySequence2,5258,0.7756503820419312,0.8132643806109788
YoloV8,nightSequence1,3964,0.4923061430454254,0.8132535592834986
YoloV8,nightSequence2,4963,0.8296052813529968,0.8132442220308712
YoloV8,nightSequence2,4993,0.8474124670028687,0.8132411238904713
YoloV8,nightSequence1,3833,0.8090083003044128,0.8132360513011516
YoloV8,daySequence1,2745,0.6553726196289062,0.8132054915939384
YoloV8,nightSequence2,4383,0.7026758790016174,0.8131971448700043
YoloV8,daySequence2,1477,0.6273685097694397,0.8131912307739392
YoloV8,nightSequence1,1768,0.5023891925811768,0.8131787156849597
YoloV8,daySequence1,1289,0.3645203709602356,0.8131583559371119
YoloV8,daySequence2,6653,0.6307793259620667,0.8131524350642947
YoloV8,nightSequence1,1820,0.6051029562950134,0.8131477831104694
YoloV8,nightSequence2,4052,0.4181393384933471,0.8131287176555008
YoloV8,nightSequence2,5150,0.8449057340621948,0.8131069989211741
YoloV8,daySequence1,1289,0.6510323286056519,0.8131012275870592
YoloV8,nightSequence2,4135,0.5585132241249084,0.8130347113843597
YoloV8,nightSequence2,521,0.8166673183441162,0.8130102097840628
YoloV8,nightSequence1,3920,0.8636289238929749,0.8129938552187425
YoloV8,daySequence2,4891,0.4317416548728943,0.8129834775213391
YoloV8,daySequence2,5630,0.7861368060112,0.8129517295285376
YoloV8,nightSequence2,990,0.771393895149231,0.8129512294510409
YoloV8,nightSequence1,4802,0.874354898929596,0.8129221529345567
YoloV8,nightSequence2,6066,0.838887631893158,0.812918740433506
YoloV8,nightSequence1,1146,0.2526144385337829,0.8129123303786184
YoloV8,nightSequence2,1709,0.821599543094635,0.8128953782634564
YoloV8,nightSequence1,849,0.8300994038581848,0.8128437086965732
YoloV8,nightSequence1,4354,0.5353095531463623,0.8128423659187286
YoloV8,daySequence2,5948,0.7846420407295227,0.8128366019774133
YoloV8,daySequence2,2777,0.5991019606590271,0.81282446268608
YoloV8,nightSequence2,4636,0.6452387571334839,0.8128152876440642
YoloV8,daySequence2,6638,0.532965898513794,0.8127831871077997
YoloV8,nightSequence2,4780,0.8218130469322205,0.8127788068362014
YoloV8,daySequence2,1252,0.7173117399215698,0.8127744328923213
YoloV8,nightSequence1,1177,0.2951640486717224,0.8127702305672566
YoloV8,nightSequence1,3239,0.8365524411201477,0.8127514142147306
YoloV8,nightSequence1,567,0.3225191235542297,0.812750925800796
YoloV8,daySequence2,2801,0.6713588237762451,0.8127250205508216
YoloV8,daySequence2,6110,0.7945979833602905,0.8127207907720223
YoloV8,nightSequence2,4302,0.8124809861183167,0.8127196506692327
YoloV8,nightSequence1,3940,0.783465564250946,0.8126950714794616
YoloV8,nightSequence2,5190,0.5475353002548218,0.8126913798226455
YoloV8,daySequence1,3923,0.536020815372467,0.8126815912302765
YoloV8,daySequence2,5103,0.7706426382064819,0.8126791989261455
YoloV8,nightSequence1,1039,0.2763350903987884,0.8126785755058749
YoloV8,nightSequence2,4286,0.8080032467842102,0.8126728811427015
YoloV8,daySequence2,6847,0.6530041694641113,0.8126442667827096
YoloV8,nightSequence1,3662,0.781245231628418,0.81263063389009
YoloV8,nightSequence2,383,0.7175593972206116,0.8126118417104634
YoloV8,daySequence2,2746,0.5952510833740234,0.8125858317441831
YoloV8,nightSequence1,1398,0.2968365550041199,0.812585191278328
YoloV8,nightSequence1,3479,0.830706000328064,0.8125833882018902
YoloV8,daySequence2,3778,0.4243426620960235,0.8125708504219417
YoloV8,nightSequence1,3336,0.8205797672271729,0.8125570444390008
YoloV8,daySequence2,3899,0.5704474449157715,0.8125428957567745
YoloV8,daySequence2,3781,0.5904938578605652,0.8125312607015748
YoloV8,nightSequence2,2039,0.7688664197921753,0.8125141856736554
YoloV8,nightSequence2,3203,0.7838146090507507,0.812513568446371
YoloV8,daySequence1,666,0.5325711369514465,0.8125063065914632
YoloV8,nightSequence1,1214,0.310541033744812,0.8124958235586116
YoloV8,nightSequence1,3180,0.701592206954956,0.8124868056708635
YoloV8,nightSequence1,4395,0.8134416937828064,0.8124803819154354
YoloV8,daySequence1,188,0.6402585506439209,0.8124639474277016
YoloV8,nightSequence2,5438,0.5202328562736511,0.8124618043806006
YoloV8,nightSequence2,4348,0.8618908524513245,0.8124536281765359
YoloV8,nightSequence2,4537,0.694861888885498,0.8124518896004572
YoloV8,nightSequence2,4074,0.4423861801624298,0.8124470232589155
YoloV8,nightSequence1,4733,0.8704991936683655,0.8124235171027414
YoloV8,nightSequence1,3570,0.329464316368103,0.8124005601857016
YoloV8,nightSequence1,4430,0.7936775088310242,0.8123977154451586
YoloV8,nightSequence2,424,0.7438267469406128,0.8123950970367411
YoloV8,nightSequence2,5431,0.6599830985069275,0.8123945721653042
YoloV8,daySequence1,2757,0.5735505819320679,0.8123837342753331
YoloV8,nightSequence2,774,0.7198941707611084,0.8123480429400078
YoloV8,nightSequence2,4848,0.7388562560081482,0.8123472463606578
YoloV8,daySequence1,2760,0.5876556634902954,0.8123441718135396
YoloV8,nightSequence1,3217,0.8594597578048706,0.8123425237474711
YoloV8,daySequence1,3368,0.5153026580810547,0.8123074316417587
YoloV8,nightSequence2,5459,0.7553203701972961,0.8123030792658888
YoloV8,daySequence2,6055,0.7974163889884949,0.8122895815293191
YoloV8,nightSequence2,6176,0.8654929995536804,0.8122832590613414
YoloV8,nightSequence1,4357,0.7558647990226746,0.8122458045405313
YoloV8,nightSequence2,4679,0.3701933920383453,0.812199219132021
YoloV8,nightSequence1,1232,0.2722287476062774,0.812195398790809
YoloV8,nightSequence2,5132,0.8432730436325073,0.8121628730392482
YoloV8,daySequence2,2804,0.6160266995429993,0.812159643450535
YoloV8,daySequence1,270,0.6140235066413879,0.8121518032083879
YoloV8,daySequence2,2747,0.6126590371131897,0.8121500607332782
YoloV8,nightSequence1,3365,0.8267883062362671,0.8120969681472718
YoloV8,nightSequence1,2765,0.869895339012146,0.812092311478235
YoloV8,nightSequence2,605,0.8232021927833557,0.8120353757487673
YoloV8,daySequence2,4307,0.4779892563819885,0.812016393575406
YoloV8,nightSequence2,4215,0.7711227536201477,0.8120103003134028
YoloV8,daySequence2,420,0.6772173643112183,0.8119990312153041
YoloV8,daySequence2,5898,0.7916741967201233,0.81199864174386
YoloV8,daySequence2,1508,0.5470325946807861,0.8119884510386755
YoloV8,nightSequence2,724,0.768531322479248,0.811983594360452
YoloV8,daySequence1,645,0.6364742517471313,0.8119487204959789
YoloV8,daySequence2,4865,0.6948325037956238,0.8118940881667787
YoloV8,daySequence2,2750,0.5618444085121155,0.811872717991101
YoloV8,daySequence2,3833,0.8018062710762024,0.8118665352862596
YoloV8,daySequence1,2979,0.4231807589530945,0.8118481121646839
YoloV8,nightSequence2,2130,0.8067865967750549,0.8118461318918423
YoloV8,nightSequence1,1164,0.439727246761322,0.8118380055240823
YoloV8,daySequence1,254,0.536891520023346,0.811821955773564
YoloV8,daySequence1,3976,0.7488082051277161,0.8118124758905191
YoloV8,nightSequence2,1259,0.7905500531196594,0.8117927538329054
YoloV8,nightSequence2,1304,0.5059306025505066,0.8117836686687169
YoloV8,daySequence2,5532,0.7806113958358765,0.8117534435043179
YoloV8,daySequence2,5187,0.7824919819831848,0.8117499615540019
YoloV8,daySequence2,6654,0.5990089774131775,0.8117427843863917
YoloV8,daySequence2,2747,0.5830965042114258,0.8117427538468235
YoloV8,nightSequence2,4289,0.7889076471328735,0.8117377171216045
YoloV8,nightSequence1,3247,0.8023709654808044,0.8117327259910015
YoloV8,daySequence2,6426,0.7873016595840454,0.8117272975881242
YoloV8,daySequence2,3882,0.7822034358978271,0.8117105324001936
YoloV8,daySequence1,2001,0.5788606405258179,0.8117024425993312
YoloV8,daySequence2,6396,0.7768686413764954,0.8116990520159655
YoloV8,daySequence2,3464,0.692620038986206,0.8116815491169973
YoloV8,daySequence2,1509,0.6239078044891357,0.8116720723407408
YoloV8,nightSequence2,1135,0.5814619660377502,0.8116608325924206
YoloV8,nightSequence2,1321,0.5592589974403381,0.8116373997816066
YoloV8,daySequence2,5864,0.8052968978881836,0.8116263152561152
YoloV8,nightSequence2,5266,0.5914121866226196,0.8115860438615197
YoloV8,nightSequence2,4277,0.7547776103019714,0.8115701104030112
YoloV8,nightSequence1,65,0.514981746673584,0.8115448175683739
YoloV8,daySequence2,6828,0.3964745104312897,0.811530111375507
YoloV8,daySequence2,325,0.7612141370773315,0.8115210314878522
YoloV8,daySequence2,6255,0.7248333692550659,0.8115128488068236
YoloV8,nightSequence2,3113,0.6118079423904419,0.8114925433920593
YoloV8,daySequence1,3914,0.5500714778900146,0.8114735411267308
YoloV8,nightSequence2,902,0.374446153640747,0.811469848538186
YoloV8,nightSequence2,1982,0.7612264156341553,0.8114426095267685
YoloV8,nightSequence1,3494,0.8547712564468384,0.8114376095468003
YoloV8,nightSequence2,5438,0.7739863395690918,0.8114355966724613
YoloV8,nightSequence1,4426,0.8507516980171204,0.8114096203802663
YoloV8,daySequence1,2426,0.2795800566673279,0.8114038922918416
YoloV8,nightSequence1,1893,0.4096448719501495,0.8113918432917223
YoloV8,daySequence2,4621,0.4240897893905639,0.811391097362084
YoloV8,daySequence2,3828,0.6894619464874268,0.8113876576062821
YoloV8,daySequence2,5610,0.7558413743972778,0.8113757396442938
YoloV8,nightSequence2,4546,0.7607602477073669,0.8113340694608568
YoloV8,nightSequence1,2779,0.8844211101531982,0.8113220544068528
YoloV8,daySequence2,6402,0.5085209608078003,0.8113176019745009
YoloV8,nightSequence1,505,0.8085479140281677,0.8112882835173609
YoloV8,nightSequence2,798,0.512354850769043,0.8112648355635256
YoloV8,nightSequence2,2018,0.8120912909507751,0.8112482749857004
YoloV8,nightSequence1,1107,0.3006815016269684,0.8112419999255027
YoloV8,nightSequence1,1650,0.6606400609016418,0.8112326627969755
YoloV8,nightSequence1,508,0.7833163142204285,0.8112171981661969
YoloV8,nightSequence2,4398,0.7408487200737,0.8112135571107433
YoloV8,nightSequence1,1223,0.3076432347297668,0.8112078807412159
YoloV8,nightSequence1,2749,0.8236100077629089,0.8111881664880813
YoloV8,daySequence2,1845,0.4276234805583954,0.8111843037842389
YoloV8,nightSequence2,4817,0.8621901273727417,0.8111400039289478
YoloV8,daySequence2,5115,0.4598778486251831,0.8111298793652839
YoloV8,nightSequence2,4316,0.7951034903526306,0.8111281694808128
YoloV8,nightSequence2,2040,0.8246357440948486,0.8111225020362686
YoloV8,nightSequence2,2092,0.8052970170974731,0.8111143492180164
YoloV8,daySequence2,5594,0.7852159738540649,0.8110842690055657
YoloV8,daySequence2,1490,0.6743661761283875,0.8110777767400578
YoloV8,nightSequence1,1225,0.2593095898628235,0.8110518560110931
YoloV8,nightSequence1,1116,0.2955455183982849,0.8110477550988556
YoloV8,daySequence2,2752,0.7719873785972595,0.8110417162572193
YoloV8,nightSequence1,2556,0.5523451566696167,0.8110315543430567
YoloV8,nightSequence1,3236,0.8399164080619812,0.8110292709688323
YoloV8,daySequence1,246,0.6027353405952454,0.8110246455279686
YoloV8,nightSequence1,1899,0.3020855784416199,0.8110228873977146
YoloV8,nightSequence2,1311,0.6583381295204163,0.8109572757723439
YoloV8,nightSequence1,3491,0.8483176827430725,0.8109555756699732
YoloV8,daySequence1,1264,0.6339544057846069,0.8109439139012872
YoloV8,nightSequence1,4768,0.8824713826179504,0.8109438603279412
YoloV8,daySequence2,388,0.8191487789154053,0.8109362054645872
YoloV8,nightSequence2,1188,0.6819347739219666,0.8109231428914578
YoloV8,nightSequence1,1138,0.3266581296920776,0.8109118244378607
YoloV8,nightSequence2,4873,0.8362491130828857,0.8108998554249243
YoloV8,nightSequence1,1151,0.2544854581356048,0.8108913456453081
YoloV8,nightSequence2,739,0.2754057943820953,0.8108828979310383
YoloV8,nightSequence1,4446,0.8455079197883606,0.8108828270184943
YoloV8,nightSequence2,4887,0.4201166927814483,0.8108281926786194
YoloV8,nightSequence2,4439,0.6516667604446411,0.8108151761852848
YoloV8,daySequence1,2797,0.6156052350997925,0.8108070331196789
YoloV8,daySequence2,1468,0.5556047558784485,0.810789914732553
YoloV8,daySequence2,5580,0.6931757926940918,0.8107865197744495
YoloV8,daySequence1,3970,0.7041937708854675,0.8107776567872771
YoloV8,nightSequence2,5346,0.5703406929969788,0.810754661209905
YoloV8,nightSequence2,5542,0.848298192024231,0.8107347071016232
YoloV8,nightSequence1,2651,0.676244854927063,0.8107300214210651
YoloV8,daySequence2,1044,0.6604597568511963,0.8107254821738157
YoloV8,nightSequence1,3554,0.8120931386947632,0.8107134529330693
YoloV8,daySequence1,658,0.7000262141227722,0.8106908913272609
YoloV8,nightSequence2,2001,0.7871477007865906,0.8106861300025383
YoloV8,nightSequence2,3079,0.6985642313957214,0.8106735439212072
YoloV8,nightSequence1,1781,0.4474938213825226,0.8106696766306882
YoloV8,nightSequence2,398,0.7138928771018982,0.8106646768158976
YoloV8,daySequence2,1473,0.6066509485244751,0.8106340579608554
YoloV8,nightSequence1,3219,0.8544603586196899,0.8106206426184168
YoloV8,daySequence2,6041,0.7924174666404724,0.8106006865330992
YoloV8,nightSequence2,3725,0.7729552984237671,0.8105884635026148
YoloV8,nightSequence1,840,0.8447387218475342,0.8105691440516365
YoloV8,nightSequence2,4399,0.3635924756526947,0.810563129068648
YoloV8,nightSequence1,1400,0.4214290678501129,0.8105627965916546
YoloV8,nightSequence2,116,0.5967360734939575,0.8105544078962698
YoloV8,nightSequence1,3425,0.7557609677314758,0.8105522311051839
YoloV8,nightSequence1,1981,0.2533650994300842,0.810535764660347
YoloV8,nightSequence2,622,0.6855568885803223,0.8105178343100221
YoloV8,nightSequence2,3667,0.8677167892456055,0.8104876773957014
YoloV8,nightSequence2,5005,0.8300530910491943,0.8104815266349118
YoloV8,nightSequence2,2349,0.8556802272796631,0.8104664265452607
YoloV8,daySequence2,1318,0.895378053188324,0.8104652159220102
YoloV8,nightSequence2,1298,0.8170614242553711,0.8104338737713122
YoloV8,daySequence2,1478,0.553508460521698,0.8104332205957807
YoloV8,nightSequence2,2311,0.6570849418640137,0.8104255109604258
YoloV8,nightSequence2,6159,0.8627390265464783,0.8104112815658451
YoloV8,daySequence2,6389,0.7825610637664795,0.8103982629553602
YoloV8,nightSequence2,1198,0.7646231055259705,0.8103757173521314
YoloV8,nightSequence1,2645,0.8371987342834473,0.8103711506071637
YoloV8,nightSequence1,3421,0.3648957908153534,0.8103656342398914
YoloV8,nightSequence1,3895,0.8516923785209656,0.81036412578664
YoloV8,nightSequence2,1512,0.2849877178668976,0.8103610934001557
YoloV8,nightSequence1,1238,0.8259785175323486,0.8103332279840866
YoloV8,nightSequence2,4694,0.5994461178779602,0.8103301825109643
YoloV8,nightSequence2,121,0.2960204780101776,0.8103216434971213
YoloV8,nightSequence2,590,0.8482827544212341,0.810317126592558
YoloV8,nightSequence2,938,0.8717424869537354,0.8103044466209975
YoloV8,daySequence2,3791,0.5193952918052673,0.8103024300679657
YoloV8,daySequence2,5745,0.7871649861335754,0.8102804613944675
YoloV8,daySequence2,2769,0.5480223298072815,0.8102394877524477
YoloV8,daySequence1,3942,0.546064019203186,0.8102326965332042
YoloV8,daySequence2,3879,0.7906970977783203,0.8102319307165213
YoloV8,nightSequence2,4114,0.4183533191680908,0.8101936825587496
YoloV8,daySequence2,6047,0.7902450561523438,0.8101754921066301
YoloV8,nightSequence2,736,0.7266658544540405,0.8101706578789237
YoloV8,daySequence1,4032,0.7918477058410645,0.8101595496710471
YoloV8,nightSequence1,185,0.7211722731590271,0.810152742390833
YoloV8,nightSequence1,3927,0.8085615634918213,0.8101419976188068
YoloV8,nightSequence2,5434,0.6785678863525391,0.8101368999303583
YoloV8,daySequence2,3861,0.7811022996902466,0.8101125792900762
YoloV8,daySequence1,3974,0.7503888607025146,0.8101024946832817
YoloV8,nightSequence2,115,0.5890080332756042,0.8100809923521466
YoloV8,nightSequence2,162,0.6654499173164368,0.8100481735112119
YoloV8,nightSequence1,4716,0.7772504091262817,0.8100418017610239
YoloV8,nightSequence2,4245,0.7780548930168152,0.8100320921639573
YoloV8,nightSequence2,1250,0.7593384981155396,0.8099916955750264
YoloV8,nightSequence2,1516,0.7192902565002441,0.8099915981058783
YoloV8,nightSequence2,317,0.8561240434646606,0.809962891889776
YoloV8,nightSequence2,742,0.2745369076728821,0.8099486871647936
YoloV8,daySequence2,6215,0.7470439672470093,0.8099436220724348
YoloV8,nightSequence2,3587,0.7571294903755188,0.8099227430018676
YoloV8,nightSequence1,2657,0.8086249232292175,0.8098759770001289
YoloV8,daySequence2,6476,0.3216932415962219,0.8098694024580129
YoloV8,nightSequence2,6305,0.7661107182502747,0.8098578715386591
YoloV8,nightSequence2,113,0.7341424822807312,0.809844960497228
YoloV8,nightSequence2,4946,0.8287507891654968,0.8097956544373744
YoloV8,nightSequence1,3917,0.8240630030632019,0.8097954520650417
YoloV8,nightSequence2,5435,0.7583206295967102,0.809793096656599
YoloV8,nightSequence2,4191,0.7632631063461304,0.809790899218238
YoloV8,nightSequence1,3950,0.682140052318573,0.8097857211453672
YoloV8,nightSequence1,1234,0.3914145827293396,0.8097791954169025
YoloV8,nightSequence2,763,0.4413758814334869,0.8097311689935818
YoloV8,nightSequence2,835,0.7670317888259888,0.8097071824754898
YoloV8,nightSequence2,276,0.8096693158149719,0.8097047949882441
YoloV8,nightSequence1,1205,0.2602071166038513,0.8096855785465905
YoloV8,daySequence2,6623,0.5369826555252075,0.8096659252270906
YoloV8,daySequence2,6247,0.7873358726501465,0.8096444253568372
YoloV8,nightSequence2,637,0.692488968372345,0.8096305472047456
YoloV8,daySequence2,5926,0.8016611337661743,0.8096300922955567
YoloV8,daySequence1,2790,0.7284680604934692,0.8096282239573224
YoloV8,nightSequence2,243,0.5995939373970032,0.809624333324875
YoloV8,daySequence2,5735,0.7811486124992371,0.8096235153160347
YoloV8,nightSequence1,788,0.4642373919486999,0.8096175164951118
YoloV8,nightSequence1,4274,0.6624289155006409,0.8096166239659772
YoloV8,nightSequence2,1527,0.408945769071579,0.809615277355123
YoloV8,nightSequence2,2113,0.8222284317016602,0.8096121025178785
YoloV8,daySequence1,2221,0.2569572329521179,0.8096071294595438
YoloV8,nightSequence2,4253,0.7990982532501221,0.8095982946012961
YoloV8,nightSequence1,860,0.8350468277931213,0.8095710178340513
YoloV8,nightSequence2,1209,0.4986917674541473,0.8095624050257029
YoloV8,nightSequence2,4320,0.816353440284729,0.8095399845822258
YoloV8,nightSequence2,1340,0.5084189176559448,0.8095091466883115
YoloV8,nightSequence1,1136,0.2644197642803192,0.8094793833349134
YoloV8,nightSequence2,1772,0.8608390688896179,0.8094162901180485
YoloV8,nightSequence2,6019,0.8236926794052124,0.8094005052361559
YoloV8,nightSequence2,3174,0.6449945569038391,0.8093945190073905
YoloV8,daySequence2,1469,0.5211208462715149,0.809348039894904
YoloV8,nightSequence1,3373,0.7764122486114502,0.8093459358121908
YoloV8,nightSequence1,3474,0.7950310707092285,0.8093436294591727
YoloV8,nightSequence2,4306,0.8139983415603638,0.8093360412197214
YoloV8,daySequence2,3479,0.7102437615394592,0.8093069878019146
YoloV8,nightSequence1,620,0.3010316491127014,0.8093011851303457
YoloV8,nightSequence2,5395,0.6642802357673645,0.8092878636264411
YoloV8,nightSequence2,4483,0.3400512337684631,0.8092499311499161
YoloV8,nightSequence1,4702,0.8078414797782898,0.8092459297264276
YoloV8,nightSequence1,3226,0.8601976633071899,0.8092448741618928
YoloV8,nightSequence2,186,0.7553693652153015,0.809235802782914
YoloV8,daySequence1,3397,0.6742331385612488,0.8092085691267524
YoloV8,daySequence1,3936,0.6105696558952332,0.8092003911283054
YoloV8,nightSequence1,3470,0.2559545040130615,0.8091723273039392
YoloV8,nightSequence1,2604,0.2912063896656036,0.8091661347878152
YoloV8,nightSequence2,6473,0.8623045086860657,0.8091441544622798
YoloV8,nightSequence1,1218,0.3252822160720825,0.8091223453183837
YoloV8,daySequence2,399,0.8042948842048645,0.80909550142758
YoloV8,nightSequence1,4728,0.8335824608802795,0.809095093087682
YoloV8,daySequence2,5191,0.7843451499938965,0.8090944455563022
YoloV8,nightSequence2,3165,0.8495579361915588,0.8090660083195778
YoloV8,daySequence2,5108,0.7595196962356567,0.809013760019397
YoloV8,nightSequence2,2309,0.6555222272872925,0.8090106759439061
YoloV8,nightSequence2,2017,0.7705953121185303,0.8090097196574974
YoloV8,daySequence1,1920,0.5767346024513245,0.8090031827970154
YoloV8,nightSequence1,506,0.820274829864502,0.8089877518493511
YoloV8,nightSequence2,1831,0.6833457946777344,0.8089778552747994
YoloV8,nightSequence2,4329,0.8360934853553772,0.8089704251859648
YoloV8,nightSequence1,4792,0.5023208856582642,0.8089644304596737
YoloV8,daySequence2,1933,0.6911992430686951,0.8089545325217123
YoloV8,daySequence2,6387,0.7879283428192139,0.8089418174553347
YoloV8,daySequence1,652,0.623540461063385,0.8089404874377664
YoloV8,nightSequence1,4415,0.8443581461906433,0.8089265086241716
YoloV8,nightSequence1,4444,0.8662325143814087,0.8089090618941355
YoloV8,nightSequence2,4236,0.6246959567070007,0.8088931041623646
YoloV8,daySequence1,295,0.5419309139251709,0.8088886368890773
YoloV8,nightSequence1,1240,0.8349767923355103,0.8088876508497255
YoloV8,nightSequence1,120,0.5498008728027344,0.8088852224690422
YoloV8,nightSequence2,4091,0.5070888996124268,0.8088727439605974
YoloV8,nightSequence2,3691,0.8395818471908569,0.8087887418539345
YoloV8,nightSequence2,5586,0.3915953934192657,0.8087885242325048
YoloV8,nightSequence1,4417,0.8307632803916931,0.8087724376149575
YoloV8,daySequence2,5020,0.2674286961555481,0.8087227736703175
YoloV8,daySequence2,5743,0.7995132207870483,0.8087117030422645
YoloV8,nightSequence1,2656,0.8306269645690918,0.8087084413377243
